schedule_country,regime,serial_no,issue,block
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_401190_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440311_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440312_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440321_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440321_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440321_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440322_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440322_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440322_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440323_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440323_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440323_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440323_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440324_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440324_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440324_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440325_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440325_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440325_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440326_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440326_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440326_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440711_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440712_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440719_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440719_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440796_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_440797_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_442191_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_442191_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_442191_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_442191_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_442191_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_442191_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_442191_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_442191_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_442191_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_442191_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_442191_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_442191_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_442199_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_442199_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_442199_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_442199_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_442199_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_442199_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_442199_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_442199_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,hs6_442199_not_in_HS2012(HS2017),"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
IND,expanded_2017,606,range_or_alternative,"38220090 80% 3824 84 00 Containing aldrin (ISO), camphechlor 80% (ISO) (toxaphene), chlordane (ISO),"
